45173	45171	120
10440	3428	38
56347	21945	69
4638	4638	141
15034	14945	154
17794	15674	104
27273	36577	67
17639	19666	82
18099	26841	110
63928	8139	100
25065	18242	41
27139	7430	93
49205	6939	90
40139	54104	106
28920	23201	39
57924	34932	72
2130	64601	92
10759	5449	74
18749	35328	14
15254	30118	18
20876	17530	83
11226	4227	5
6223	9988	98
1783	3272	26
2502	5118	7
17253	17253	9
29417	26470	18
4436	4426	59
8765	6497	96
52034	73348	94
2430	49315	111
36932	31144	49
27250	2050	97
1684	31537	109
12786	36847	165
20680	17522	83
50878	43379	68
56633	37697	111
35715	18153	87
23828	24582	56
68050	63526	166
46161	7867	144
25774	20478	65
52913	53212	82
2630	26904	90
37163	52930	66
33223	31341	43
5680	64249	153
77102	40593	118
62790	42026	164
16480	14810	83
64292	81176	160
24140	27771	109
25342	38013	40
10898	10898	27
14271	43677	84
24167	28629	58
20473	20473	79
46653	50403	90
12053	1761	125
8202	694	137
64465	17471	165
17594	22882	10
16714	16712	57
71105	6677	134
35410	31938	160
59080	45583	68
3973	7824	121
26794	22650	35
34221	30651	42
7702	6607	24
26424	29957	120
13460	20646	128
7166	1320	123
18546	18544	110
69	10073	119
19211	23800	34
23215	27084	84
12717	56315	56
42092	10242	157
15607	16783	9
59301	11457	163
14903	62441	47
7362	7360	110
24572	24495	33
9117	3000	2
13889	13889	45
31238	24387	106
44652	70365	114
49778	7623	57
74	72	153
5450	51662	76
36955	15909	35
30264	19624	83
5236	36176	37
11865	25016	103
17197	27583	111
58102	58101	155
55434	8319	63
16069	16067	57
4113	64503	81
31822	11663	113
4393	2145	1
18251	19641	59
14991	15899	118
51855	4138	134
64788	41146	58
46936	60428	136
57413	36202	39
7306	8280	149
34844	23526	167
46793	8176	119
21599	58174	67
58400	35032	40
12255	11145	6
31095	36850	19
28591	51667	167
38166	44854	19
43225	43225	44
22772	20370	10
20037	21891	85
8379	2531	19
1667	1665	0
1642	1642	64
545	4395	8
19919	19926	9
23782	23788	35
15290	17462	61
16114	18703	33
12101	16980	90
57355	57366	39
39299	24685	112
17199	36724	14
47751	33700	61
55898	32613	61
63902	7823	97
27304	25833	111
33202	31441	85
32230	31174	36
22809	29500	58
17514	18344	108
58322	1729	40
52073	3994	97
33381	18116	17
26320	18959	11
4902	59611	74
4732	4730	43
35340	30660	139
32978	11672	21
17289	18202	110
27706	27706	107
17296	17126	85
58153	58153	142
12664	41541	115
318	316	70
35319	32750	73
4143	49309	68
6191	57254	93
43375	43373	49
18370	22342	10
16238	60850	91
9762	13627	111
46215	46215	115
50011	923	73
37106	37090	87
41359	17699	42
51250	67456	71
10971	18432	72
8958	8956	43
78853	2490	142
5495	74096	96
19074	36799	88
11888	2694	19
17522	21390	14
49109	47978	22
6787	358	96
24046	41818	17
71436	67444	117
3535	50117	142
28096	28301	36
