9452	14673	964
3054	10883	383
4165	11145	1097
1459	10368	592
2164	10504	416
11035	9865	395
12920	13963	563
3367	14001	488
1125	5215	475
12620	8063	785
8258	1450	90
5029	13531	583
3184	10112	804
13498	8920	87
6633	4758	625
10293	14024	805
10019	3500	94
14308	10883	825
1192	8694	1030
4870	13523	581
5462	9406	1036
10680	1723	855
7767	11420	76
4261	1050	722
10684	11674	77
4993	8095	1046
6509	6099	924
14895	13352	799
10734	3937	805
8222	4833	1089
7878	5427	86
14390	11440	599
12428	3467	22
8138	10734	1037
14628	10734	804
5504	4114	262
333	8194	1050
9507	4142	1124
13852	13756	925
6707	5313	933
9865	6303	555
8610	1671	732
14909	2809	599
11394	4677	581
9798	9797	95
9061	5373	918
7994	13267	87
9435	14546	805
13592	5535	80
13879	13933	91
13400	4562	808
11392	11026	188
9563	4392	938
4012	7154	935
13077	3229	595
721	12415	641
4677	7872	625
13277	2560	599
6392	5070	77
4105	10158	1168
2274	10677	555
10574	2639	1048
12493	10734	1037
3762	6745	804
539	11015	964
7657	1125	487
10504	5736	411
12946	9487	76
9462	9852	847
4645	6124	1048
8710	12150	555
12925	12842	83
11859	9342	76
5530	5798	84
13415	10213	930
5331	8095	1046
187	13420	1126
3838	10734	1037
11513	1706	893
5204	11696	1171
6745	221	998
9828	9640	732
3595	4969	87
7911	10288	352
8970	14676	625
2300	8069	981
877	1328	91
11714	10734	1037
1755	10908	100
8130	11428	932
10377	10883	582
2392	13218	581
3311	7361	627
7337	2417	395
10392	6735	89
7939	10559	575
5336	1250	627
5038	11493	1171
10684	12771	77
6356	10257	95
98	11284	87
4679	6456	918
5550	7281	77
8564	849	640
3317	4676	516
7411	4842	712
5504	8289	1090
51	3692	599
4725	13864	957
12148	7442	1003
397	11698	391
12881	4868	82
5625	2510	87
14037	4684	813
2849	6486	555
12142	13372	679
12148	1289	391
9776	4771	676
7181	8095	1046
13435	5858	1186
8778	4325	210
13018	12370	595
12016	3570	592
5850	3356	1041
3687	3695	1248
10909	10734	1037
14291	3979	1196
13886	6310	1310
8653	10505	416
5857	6492	1163
6169	10695	86
4763	13352	800
8477	6374	602
357	5802	562
11114	11677	586
11612	5489	1048
5893	6991	971
12934	8162	79
13751	5792	937
10429	7872	627
2396	7078	628
12970	7816	77
10505	8893	411
3332	4500	813
501	5820	90
9228	12052	185
5652	8637	90
10505	3574	411
14414	13352	797
9356	5340	578
14909	5189	599
6546	10621	86
9941	10321	737
5337	12931	85
7641	9062	960
9301	8987	94
2315	2031	599
182	1334	89
1314	7835	28
2827	4361	89
8763	13289	113
12235	11287	627
11428	5211	937
2462	753	1041
4161	4833	1100
13701	723	564
10180	1344	882
1305	5051	76
11935	7274	625
4381	2534	639
3696	4833	1191
5796	12130	559
6562	4573	1041
11658	14804	909
11365	4079	911
9507	3565	1126
14288	562	1048
12983	12613	1092
2563	3632	88
2571	8520	1171
12950	11413	555
6398	9011	488
8095	1912	1027
4587	4483	1036
602	12944	89
3099	8943	1193
7688	6744	595
7585	10910	91
4211	11151	846
483	1814	902
5744	4022	603
10531	12059	1100
11002	12235	586
13128	13247	496
5149	6252	599
8380	6755	77
12159	13938	645
7481	5204	1100
5063	6909	77
5938	4105	1098
7186	6739	555
3949	8757	192
98	8404	1273
8209	5255	89
11010	8949	1035
5388	1496	79
12733	7462	578
8564	13933	91
9506	13289	113
1959	1491	599
9223	3561	90
2437	877	87
2710	11044	586
1165	13425	1196
2273	10934	94
3726	12053	1041
2898	7920	922
14330	10734	804
13999	7292	94
1800	8371	97
10219	3311	586
10832	3003	1048
2830	1305	89
2296	9411	555
5792	2799	934
2879	13751	935
729	8407	909
8423	9049	792
12252	4091	90
5204	5861	1168
2440	10112	566
4339	3154	1171
6451	10261	91
13886	12227	954
9426	13280	558
9218	12805	625
11470	9655	1214
512	2057	1042
10505	2420	411
4573	8554	1048
2940	4357	89
9932	10734	595
1586	3131	214
5639	13191	806
5099	5512	627
10505	12212	411
4768	10883	513
1771	13754	935
12700	8072	91
2456	4196	1169
11137	6613	599
5477	1597	481
1067	2679	83
12604	12141	1200
10326	12934	98
4318	10504	416
7920	7877	937
6320	9832	356
11444	9528	966
8095	14861	1026
3633	5029	88
65	5099	586
2042	13891	496
10771	511	968
13884	8466	625
1312	655	76
14021	10883	825
7467	12059	1193
13621	9902	632
1953	9318	90
9657	7817	773
13629	1117	948
6379	4437	1193
10867	4188	805
568	10883	513
13303	7504	1190
13146	1108	963
2889	5032	90
12946	2435	76
6587	3649	938
10697	2820	79
96	6314	918
12227	13803	968
9184	10883	374
6212	3948	1017
12228	5859	1101
11432	8951	89
3990	7312	214
9122	9552	760
11881	10038	732
12789	5559	599
5022	8634	1171
2559	7197	1258
12872	2239	513
145	7759	89
5967	3036	90
970	988	1047
14709	346	556
8498	1664	732
1798	12815	1268
7304	9916	555
916	4366	89
9649	10713	781
6077	4340	599
4828	8048	581
12952	12978	77
3921	10987	564
523	10883	241
2825	4483	1036
7028	8756	95
6282	12059	1193
6570	12423	614
2922	3584	89
13651	3583	87
2310	57	555
14442	5977	810
6093	9815	649
10547	1597	1174
6970	2765	265
13733	1004	922
2543	8300	913
8869	240	918
10504	13814	411
13775	10883	828
4509	2093	76
4804	7077	77
7908	4793	496
3991	915	1270
3519	3267	91
12098	10883	241
830	8679	918
12482	11824	81
12192	10734	1037
12682	10750	97
11694	11720	95
4580	4780	909
12224	1004	935
8957	13661	79
11515	5581	90
3723	10832	1041
6556	12721	80
11385	4769	211
850	4632	581
8817	3263	1048
5388	6718	81
4359	214	76
