224	81	33
769	1748	452
1270	4283	31
1268	46	70
1322	210	360
1343	579	65
354	1946	8
761	1283	5
305	453	55
1170	381	38
131	2751	33
405	2677	23
514	1014	354
466	3691	277
1767	4367	70
288	1321	54
1242	2327	106
721	15	42
1383	1503	70
1585	1210	93
863	2118	56
1655	3093	43
30	1361	72
682	69	112
50	231	10
1040	4709	284
634	215	275
646	806	107
1383	1918	309
434	4656	43
1130	2187	74
1139	3559	23
138	62	70
369	96	70
242	244	94
1710	2425	235
1163	26	306
1515	3288	33
1103	2908	189
2090	2742	69
1153	2745	136
629	3619	53
395	2636	306
1002	5347	238
845	2573	302
413	2515	403
512	1305	185
463	727	112
752	1839	55
989	31	55
2313	2661	70
783	195	88
892	144	55
1134	476	88
411	97	69
1394	352	77
609	1114	120
1275	2013	283
369	604	136
1560	776	70
1008	32	31
1344	75	88
1081	469	34
940	1546	184
1631	3363	304
1480	3838	277
893	3958	71
1232	2220	37
1795	1045	205
1543	3562	443
50	205	187
553	1975	56
798	5303	102
1861	4045	275
1569	4025	363
1271	3591	201
1681	463	91
1041	191	56
372	3350	301
2093	1188	376
1200	75	88
944	1280	42
2197	2104	184
1491	5312	363
1924	1497	114
634	5474	277
790	3168	259
806	503	56
741	5478	405
1061	2923	103
1146	1277	143
1663	4886	456
915	390	88
1379	3834	189
1171	3599	70
146	618	71
1010	786	200
1015	26	306
211	620	11
1578	3537	452
1877	173	53
512	84	88
233	26	306
92	1114	120
1013	4812	74
802	3541	184
1463	10	275
1332	977	56
290	1550	71
1130	117	43
168	0	462
283	972	115
1271	3480	212
921	3480	212
1284	2414	55
346	399	324
1744	5131	31
1743	1571	205
435	3201	81
850	841	56
1469	573	47
1497	982	56
157	1943	11
884	2475	144
1243	4344	377
1548	2652	88
1387	839	385
146	1695	88
1812	3537	452
772	1970	77
2047	120	88
1271	850	83
1368	446	180
224	161	37
338	58	32
1575	482	71
147	4303	134
1108	14	385
616	1711	70
40	227	71
1158	1090	72
18	3268	90
676	535	41
1530	87	275
1309	2973	70
1222	277	353
477	3713	56
1126	4866	69
1525	3846	385
1413	618	71
2294	1309	465
1017	517	362
215	4954	278
870	1284	2
282	604	136
2009	1108	88
2279	1090	72
179	1145	32
1469	5575	41
1402	26	306
246	1450	74
1152	2391	206
1146	75	88
2230	1631	70
919	1949	99
186	3533	88
1955	5455	41
1735	252	88
168	806	107
1607	1679	411
1065	2545	11
1780	651	332
40	315	31
535	2465	362
2191	3081	403
1454	1984	11
224	3044	40
1474	5205	63
612	1283	5
703	201	55
986	453	55
38	611	112
947	2011	56
898	2820	72
2185	3066	72
1179	228	42
919	1361	72
572	1144	94
1545	727	112
1361	76	90
1887	563	90
310	1361	72
1471	379	69
434	291	362
156	2272	42
1178	2394	275
2193	830	116
1334	3537	452
2080	67	70
652	378	208
1623	1940	285
43	1786	136
1487	4257	319
1316	205	187
1412	2444	88
800	870	42
888	24	78
1802	1389	354
1630	1072	433
1137	245	54
1197	288	55
265	1631	70
139	97	69
1379	3821	413
72	391	88
3	3426	277
1136	98	69
1350	3537	452
310	780	452
1152	1670	205
1485	2677	23
1776	1031	42
541	0	462
1750	70	71
1066	233	81
549	723	88
2210	1711	70
786	567	332
25	2336	472
1398	2277	23
1745	4410	302
933	1294	373
1560	161	37
1098	5286	414
10	17	267
1335	492	14
1409	1413	31
1756	4749	43
935	902	61
646	3955	284
549	654	88
1271	1173	144
1124	51	306
1808	3893	104
1415	1614	37
893	1715	165
983	3044	40
1810	1779	33
1379	204	69
575	411	199
1442	762	24
1624	84	88
1873	26	306
570	902	61
528	3235	31
49	113	71
1592	3215	284
1243	3426	277
1144	1459	259
1564	2565	82
511	2185	77
1235	585	11
0	3657	211
2111	348	89
1250	4007	88
1571	2126	70
728	446	180
1219	3426	277
875	14	385
1535	1358	70
331	218	70
258	1462	72
187	711	88
91	23	43
38	1762	108
650	2413	200
1309	3460	456
1480	4729	385
595	2797	393
431	2533	333
2231	927	11
1621	1451	77
1205	4045	275
1715	1578	11
886	843	39
395	24	78
1611	727	112
1137	142	315
656	2308	46
1298	618	71
509	3289	403
1130	1019	404
682	5457	106
1510	182	114
1124	34	55
416	1200	71
282	3346	78
1154	5068	87
489	1253	284
1532	674	284
748	24	78
752	329	189
1707	28	11
185	421	142
1846	488	71
830	1056	245
2131	5513	91
1055	4293	43
1501	642	363
1275	1986	71
1259	3600	70
1282	67	70
62	2743	69
831	4613	275
413	3404	336
193	878	56
1135	776	70
96	2088	11
2032	5410	54
542	1707	67
236	604	136
1215	3897	212
373	170	11
772	4716	199
1249	3392	22
722	4303	134
898	2647	470
452	67	70
1759	1853	78
774	505	214
506	266	88
615	2652	88
359	3537	452
358	2192	77
1529	5216	456
1149	4143	70
1385	4612	63
1838	5130	300
422	28	11
2231	1212	142
39	1592	284
603	3382	69
131	4615	70
131	4981	315
1021	399	324
662	1210	93
1033	227	71
1202	4907	398
915	1614	37
1216	3231	321
172	2126	70
752	271	55
1741	2789	358
399	100	306
1228	436	283
1480	1225	456
1318	4367	70
1194	1711	70
1084	4381	96
620	4611	72
924	3426	277
1020	3738	77
1137	4237	277
2316	2155	30
1175	719	53
70	103	85
1019	35	43
1340	1711	70
1301	2905	71
539	3790	70
504	914	56
556	71	70
459	521	41
1344	4948	55
1173	399	324
2197	734	452
2251	2480	90
43	2526	315
1013	5380	317
1409	3666	70
2189	1459	259
752	4635	41
496	1056	245
692	784	72
176	620	11
832	329	189
25	2280	69
1857	704	383
1647	453	55
720	359	56
446	370	72
350	339	55
340	2355	106
547	743	360
20	4375	103
1221	5500	81
109	825	42
1250	1028	10
327	137	78
1177	4650	352
331	1711	70
930	3140	317
1564	2504	64
565	1176	88
1101	5281	171
988	251	362
988	1198	55
1539	2389	88
84	894	37
331	288	55
1422	819	39
2215	435	302
960	3521	96
138	315	31
731	5430	234
51	1277	143
2006	5096	452
1202	5034	410
882	2425	235
1184	397	88
936	1973	96
132	620	11
988	5001	42
1307	1623	56
1491	392	70
1035	4432	278
809	4887	23
954	2689	11
1574	471	99
2268	2019	70
1876	3426	277
436	135	72
2007	1686	71
1756	1120	69
1227	3424	55
48	2131	32
2086	396	136
1630	3187	457
1124	2090	88
678	1294	373
1450	75	88
964	747	43
91	507	358
769	492	14
512	399	324
1244	3649	205
1264	1641	72
752	4058	70
764	4501	47
1611	4280	88
650	357	278
667	3426	277
1030	1647	238
2014	639	11
548	4404	208
1773	1408	134
786	3121	464
1404	3498	284
395	2173	13
837	126	381
1745	2996	41
1606	1547	184
1317	1978	88
2183	3915	82
1442	374	54
506	665	42
745	523	70
690	1142	294
580	4497	200
158	559	32
1866	97	69
2292	438	284
1566	210	360
1034	161	37
70	2308	46
635	378	208
1717	84	88
1922	2021	71
1299	658	302
9	1679	411
408	5132	70
380	2198	5
750	1395	425
454	4418	43
1773	3297	349
2119	1055	385
845	3172	452
978	658	302
629	768	106
479	3537	452
1752	28	11
1585	191	56
964	655	284
1250	1086	91
897	3595	184
2311	2488	306
24	793	71
222	417	306
165	399	324
1396	254	284
144	178	48
1459	2494	61
968	4871	88
265	399	324
1419	2768	56
1607	67	70
113	1321	54
269	3483	71
560	2571	94
