652	550	53
654	3860	47
322	918	61
1564	989	150
740	2169	89
2813	1371	61
1777	4469	35
549	2255	73
3420	2915	157
749	1101	72
940	411	2
2428	4326	26
228	212	4
694	116	135
1786	1150	143
3169	3263	78
3417	2290	64
1909	52	17
417	515	17
595	368	66
1204	426	23
102	221	1
757	1716	24
2620	3409	141
156	1245	100
803	2230	47
3744	632	117
1775	3101	119
367	2970	163
3300	4033	112
652	205	135
717	2914	75
2433	4747	1
244	2934	13
1955	2946	98
3235	1481	138
2505	4744	142
1672	1298	135
1703	4334	27
507	4611	149
203	89	123
552	737	70
3249	4010	128
703	2581	55
2738	205	163
3548	927	152
3483	4403	101
49	1648	51
1308	2131	136
1446	859	48
1154	952	90
2151	1352	50
1065	896	124
3293	1836	10
1707	1383	149
3148	1839	55
3576	4768	130
37	225	138
237	1101	72
3280	1377	94
2151	2401	75
3237	3129	56
554	3857	25
14	2917	76
2078	1390	165
2318	2868	64
130	544	21
1471	2367	86
951	1082	101
3532	737	136
1378	14	146
3116	2102	19
1187	881	126
2138	718	114
1245	979	112
2154	416	122
9	3294	124
866	69	0
37	340	95
122	1499	21
2579	251	42
1786	428	24
3600	2544	9
470	3704	109
2555	2020	137
855	105	119
184	3074	150
901	835	96
288	18	165
315	906	39
1124	50	121
3364	3714	12
1051	564	27
618	3136	12
2862	2405	121
3746	3708	121
2031	2424	46
835	1968	35
1551	1777	86
1749	2606	67
892	46	45
985	362	123
158	936	99
84	434	121
2699	4234	87
1140	586	61
1481	3001	138
676	472	142
732	190	97
1412	2010	111
2240	81	15
784	2528	50
1472	1593	125
3586	4493	112
1323	2857	6
90	1089	162
1040	2304	161
1158	681	120
663	299	23
3566	4174	118
3682	4518	38
1387	3691	62
972	2737	73
498	2763	5
1121	3396	61
426	154	114
2827	4726	119
2768	2726	13
1973	2161	90
2582	264	164
2071	297	95
3441	3063	101
3614	2996	132
2410	629	16
468	1986	120
1081	265	41
606	4244	121
1010	3072	100
1233	680	93
1037	205	167
2062	2593	89
241	2292	120
2555	1134	132
3324	669	96
643	2665	132
1400	4417	162
1135	304	116
3167	3890	71
3074	2076	55
1644	4456	138
278	4475	146
570	417	94
1881	2860	80
2568	1011	61
1656	4324	144
1843	1813	116
547	789	120
244	3228	22
1211	3589	19
1080	741	141
281	317	100
30	1352	20
316	1558	48
2727	3190	23
2078	2080	66
2797	798	162
3277	2192	53
697	58	115
1189	187	0
3615	970	109
987	1201	166
198	624	68
3720	2366	140
1224	1268	39
447	796	42
1643	4082	163
1347	80	97
1130	387	91
1175	417	25
122	1070	1
3218	4220	36
850	347	92
3013	2878	161
2643	436	143
399	2089	99
819	1027	2
1056	1693	51
1903	2587	68
1832	4751	45
881	2712	113
63	1367	6
2218	2141	80
1812	53	140
1594	3647	60
1760	4277	134
1778	3441	160
1099	1345	20
2484	2468	130
1925	4105	116
30	1526	120
499	1080	117
1981	1808	140
3296	2768	11
2435	496	43
1452	2971	27
3188	3550	39
1892	3086	91
2331	855	44
401	4379	135
3459	3958	137
1129	1308	22
460	115	144
1654	15	78
1367	2394	138
170	4045	95
1979	1741	113
3036	2853	41
3377	193	115
163	3204	47
667	897	63
881	2595	49
211	168	111
104	744	4
1229	3240	153
1076	2351	117
1335	1975	91
1703	3399	22
1484	32	139
3472	3301	64
228	1342	70
639	502	22
731	1617	109
3221	4565	16
1124	46	159
3005	1705	30
2047	50	141
170	395	149
1962	2597	156
496	309	17
103	709	109
880	404	161
226	2331	65
639	466	42
108	25	8
2527	3442	135
582	1045	145
1713	3993	164
2615	2373	158
1627	664	21
428	469	24
666	533	111
3235	1992	128
1969	2185	127
2848	1912	33
2178	773	112
929	32	49
1194	551	76
1814	2887	41
107	728	163
709	593	90
11	4827	121
1525	115	44
2029	2979	160
3251	1857	87
2670	3625	111
730	375	89
1963	1797	82
2143	1698	65
3004	2147	0
243	3451	25
3061	4008	21
248	749	135
1885	1051	89
3568	3232	80
718	599	123
1632	4384	44
2966	1913	137
